Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
09 April 2021, 1.1888, 130.42, 1.9558, 25.945, 7.4372, 0.86658, 357.97, 4.5392, 4.9198, 10.1725, 1.1010, 151.90, 10.1130, 7.5755, 91.8152, 9.6903, 1.5579, 6.6641, 1.4950, 7.7934, 9.2470, 17354.52, 3.9093, 88.8145, 1331.28, 23.9374, 4.9157, 1.6860, 57.764, 1.5941, 37.388, 17.3100, 
